mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algo__objective,param_algo__max_depth,param_algo__learning_rate,param_algo__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,dpi,training_score,best_score_cv,testing_score,converting_time
0.209530770778656,0.15118759271511772,0.007845163345336914,0.0004019054525123382,multi:softmax,25,0.1,0.1142857142857143,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 25, 'algo__learning_rate': 0.1, 'algo__gamma': 0.1142857142857143}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.1576547622680664,0.0069120962459685905,0.00787121057510376,0.0010748402367037324,multi:softmax,60,0.001,0.6040816326530613,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 60, 'algo__learning_rate': 0.001, 'algo__gamma': 0.6040816326530613}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.2847520709037781,0.04953531027750491,0.008588254451751709,0.00030644506635132984,multi:softprob,25,0.05,0.1469387755102041,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 25, 'algo__learning_rate': 0.05, 'algo__gamma': 0.1469387755102041}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.2291746735572815,0.04409226299492583,0.008240282535552979,0.0007533882872907643,multi:softprob,50,0.001,0.6040816326530613,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 50, 'algo__learning_rate': 0.001, 'algo__gamma': 0.6040816326530613}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.17694824934005737,0.009049312445459942,0.007339954376220703,0.0005738537586488182,multi:softprob,50,0.001,0.0816326530612245,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 50, 'algo__learning_rate': 0.001, 'algo__gamma': 0.0816326530612245}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,9.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.4514104723930359,0.3531007271911811,0.0076607465744018555,0.0011709374867418568,multi:softprob,25,0.01,0.2938775510204082,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 25, 'algo__learning_rate': 0.01, 'algo__gamma': 0.2938775510204082}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.4262849688529968,0.1864992729479847,0.034549713134765625,0.026593078010203768,multi:softmax,60,0.1,0.1959183673469388,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 60, 'algo__learning_rate': 0.1, 'algo__gamma': 0.1959183673469388}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.46112602949142456,0.20016674655982772,0.024493634700775146,0.02878972957830747,multi:softprob,10,0.01,0.3102040816326531,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 10, 'algo__learning_rate': 0.01, 'algo__gamma': 0.3102040816326531}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.22470420598983765,0.018082960055573912,0.007973670959472656,0.00010245911875925664,multi:softprob,45,0.05,0.3918367346938776,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 45, 'algo__learning_rate': 0.05, 'algo__gamma': 0.3918367346938776}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.25198525190353394,0.032015572033269636,0.008351445198059082,0.0006703134535385258,multi:softprob,25,0.001,0.5224489795918368,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 25, 'algo__learning_rate': 0.001, 'algo__gamma': 0.5224489795918368}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,9.0,1.0,1.0,0.9981475603119898,1.0,9.124531030654907
0.2037144899368286,0.01067180417850785,0.008450448513031006,0.0003817308685033679,multi:softmax,25,0.001,0.7183673469387756,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 25, 'algo__learning_rate': 0.001, 'algo__gamma': 0.7183673469387756}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.2441135048866272,0.04589773239619964,0.007770895957946777,0.0005975252998270204,multi:softmax,55,0.001,0.7673469387755103,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 55, 'algo__learning_rate': 0.001, 'algo__gamma': 0.7673469387755103}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.18257033824920654,0.003724518598735757,0.00844794511795044,0.0003062935274640354,multi:softprob,5,0.05,0.34285714285714286,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 5, 'algo__learning_rate': 0.05, 'algo__gamma': 0.34285714285714286}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.5192866921424866,0.08191750982157453,0.008667171001434326,0.0004551084188185944,multi:softmax,25,0.001,0.6040816326530613,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 25, 'algo__learning_rate': 0.001, 'algo__gamma': 0.6040816326530613}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.3051937222480774,0.10486948234393267,0.008772492408752441,0.0005349499966746117,multi:softprob,55,0.001,0.5224489795918368,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 55, 'algo__learning_rate': 0.001, 'algo__gamma': 0.5224489795918368}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,9.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.19356924295425415,0.0755635252902436,0.008490502834320068,0.0002175509357273335,multi:softmax,45,0.1,0.6857142857142857,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 45, 'algo__learning_rate': 0.1, 'algo__gamma': 0.6857142857142857}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.21808099746704102,0.07487393782700227,0.008124709129333496,0.0005835683632380044,multi:softmax,50,0.1,0.5061224489795919,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 50, 'algo__learning_rate': 0.1, 'algo__gamma': 0.5061224489795919}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.18895882368087769,0.013133018528657583,0.008211970329284668,0.00043667420435121093,multi:softmax,5,0.001,0.40816326530612246,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 5, 'algo__learning_rate': 0.001, 'algo__gamma': 0.40816326530612246}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,9.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.13889861106872559,0.004931453838035126,0.007638156414031982,0.00017292246387056067,multi:softprob,55,0.1,0.40816326530612246,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 55, 'algo__learning_rate': 0.1, 'algo__gamma': 0.40816326530612246}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.18513768911361694,0.013557645754617752,0.008296430110931396,0.00048066623531768524,multi:softmax,50,0.05,0.40816326530612246,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 50, 'algo__learning_rate': 0.05, 'algo__gamma': 0.40816326530612246}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,2.0,1.0,0.9981475603119898,1.0,7.2166221141815186
0.8949521780014038,0.6318246984191861,0.008690237998962402,0.0007303295126089647,multi:softmax,50,0.01,0.0,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 50, 'algo__learning_rate': 0.01, 'algo__gamma': 0.0}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.5285688042640686,0.32671021593264304,0.009014248847961426,0.0011301619642149362,multi:softprob,5,0.1,0.0979591836734694,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 5, 'algo__learning_rate': 0.1, 'algo__gamma': 0.0979591836734694}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.23341971635818481,0.06852192505852064,0.00825965404510498,0.0003949477525800017,multi:softprob,55,0.1,0.1142857142857143,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 55, 'algo__learning_rate': 0.1, 'algo__gamma': 0.1142857142857143}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.27622073888778687,0.028282982993843332,0.008466184139251709,0.0006089737541634297,multi:softprob,25,0.05,0.3918367346938776,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 25, 'algo__learning_rate': 0.05, 'algo__gamma': 0.3918367346938776}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.5809270143508911,0.5212002459893369,0.00948256254196167,0.0011161593138393252,multi:softprob,10,0.01,0.6367346938775511,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 10, 'algo__learning_rate': 0.01, 'algo__gamma': 0.6367346938775511}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.23872345685958862,0.025840530380709797,0.008207142353057861,0.0006658842766482317,multi:softmax,45,0.01,0.7346938775510204,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 45, 'algo__learning_rate': 0.01, 'algo__gamma': 0.7346938775510204}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.21124869585037231,0.032017149085262715,0.008248507976531982,0.0007597833294302395,multi:softprob,50,0.01,0.0979591836734694,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 50, 'algo__learning_rate': 0.01, 'algo__gamma': 0.0979591836734694}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.16697704792022705,0.032612159416841306,0.00863271951675415,0.0003653856075243263,multi:softprob,25,0.1,0.2612244897959184,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 25, 'algo__learning_rate': 0.1, 'algo__gamma': 0.2612244897959184}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.17208600044250488,0.02219707934199989,0.008289217948913574,0.0005036742021947827,multi:softmax,45,0.1,0.1795918367346939,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 45, 'algo__learning_rate': 0.1, 'algo__gamma': 0.1795918367346939}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.19394731521606445,0.0035379640658071763,0.00840771198272705,0.0006512549470441567,multi:softprob,10,0.01,0.5877551020408164,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 10, 'algo__learning_rate': 0.01, 'algo__gamma': 0.5877551020408164}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,3.0,1.0,0.9981475603119898,1.0,9.191975116729736
0.24977874755859375,0.05189934282808852,0.008847296237945557,0.00043695557732784806,multi:softmax,25,0.05,0.7020408163265307,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 25, 'algo__learning_rate': 0.05, 'algo__gamma': 0.7020408163265307}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.15668368339538574,0.014186174826909523,0.007830023765563965,9.151197994150179e-05,multi:softmax,50,0.1,0.1959183673469388,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 50, 'algo__learning_rate': 0.1, 'algo__gamma': 0.1959183673469388}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.4730459451675415,0.27779752653808953,0.008413076400756836,0.0009195170820806291,multi:softprob,10,0.05,0.0,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 10, 'algo__learning_rate': 0.05, 'algo__gamma': 0.0}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.2331446409225464,0.029106334416306574,0.008199930191040039,0.0004767755230169959,multi:softmax,55,0.01,0.653061224489796,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 55, 'algo__learning_rate': 0.01, 'algo__gamma': 0.653061224489796}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.29378432035446167,0.110358076737781,0.008430957794189453,0.0005284157463637434,multi:softmax,60,0.001,0.2938775510204082,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 60, 'algo__learning_rate': 0.001, 'algo__gamma': 0.2938775510204082}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,10.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.21581172943115234,0.07241263149090628,0.008096456527709961,0.0007216138177155659,multi:softprob,60,0.1,0.47346938775510206,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 60, 'algo__learning_rate': 0.1, 'algo__gamma': 0.47346938775510206}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.7561724185943604,0.23293982519362613,0.008668839931488037,0.0003372300538813531,multi:softmax,55,0.01,0.5061224489795919,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 55, 'algo__learning_rate': 0.01, 'algo__gamma': 0.5061224489795919}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.2843872904777527,0.08107497551974187,0.008569657802581787,0.0004998325212658614,multi:softprob,60,0.01,0.2285714285714286,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 60, 'algo__learning_rate': 0.01, 'algo__gamma': 0.2285714285714286}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.3131316900253296,0.12152315503799573,0.008982598781585693,0.00038154949065842043,multi:softprob,45,0.01,0.4571428571428572,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 45, 'algo__learning_rate': 0.01, 'algo__gamma': 0.4571428571428572}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.24775588512420654,0.035054153971623814,0.008334338665008545,0.0003224293467060465,multi:softprob,10,0.05,0.1795918367346939,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 10, 'algo__learning_rate': 0.05, 'algo__gamma': 0.1795918367346939}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,4.0,1.0,0.9981475603119898,1.0,7.187358856201172
0.1840844750404358,0.01187160495619032,0.008326232433319092,0.0005366481377564302,multi:softmax,55,0.05,0.5551020408163265,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 55, 'algo__learning_rate': 0.05, 'algo__gamma': 0.5551020408163265}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.21259409189224243,0.03951243626474768,0.008376717567443848,0.0003447203493497085,multi:softprob,55,0.001,0.5551020408163265,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 55, 'algo__learning_rate': 0.001, 'algo__gamma': 0.5551020408163265}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,7.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.2519216537475586,0.0983001425709899,0.008308947086334229,0.0009849228683251477,multi:softprob,45,0.05,0.7183673469387756,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 45, 'algo__learning_rate': 0.05, 'algo__gamma': 0.7183673469387756}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.3810439109802246,0.1529207618985326,0.01939159631729126,0.01817068087962569,multi:softprob,50,0.001,0.5551020408163265,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 50, 'algo__learning_rate': 0.001, 'algo__gamma': 0.5551020408163265}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,7.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.324030339717865,0.08856486863534348,0.010585248470306396,0.002844884458053739,multi:softmax,5,0.05,0.4244897959183674,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 5, 'algo__learning_rate': 0.05, 'algo__gamma': 0.4244897959183674}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.19543009996414185,0.00563869207170702,0.008873939514160156,0.0009991081114561853,multi:softmax,10,0.01,0.2938775510204082,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 10, 'algo__learning_rate': 0.01, 'algo__gamma': 0.2938775510204082}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.18944013118743896,0.0071885760154628406,0.008093774318695068,0.0006174574556126134,multi:softmax,60,0.01,0.7510204081632654,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 60, 'algo__learning_rate': 0.01, 'algo__gamma': 0.7510204081632654}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.24643313884735107,0.11689775593858028,0.008180856704711914,0.00022479275216494141,multi:softmax,60,0.05,0.5224489795918368,"{'algo__objective': 'multi:softmax', 'algo__max_depth': 60, 'algo__learning_rate': 0.05, 'algo__gamma': 0.5224489795918368}",1.0,1.0,0.9925902412479594,1.0,0.9981475603119898,0.003208519657590637,1.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
0.2057781219482422,0.016808315123789858,0.008023560047149658,0.0004240294160641483,multi:softprob,25,0.001,0.5387755102040817,"{'algo__objective': 'multi:softprob', 'algo__max_depth': 25, 'algo__learning_rate': 0.001, 'algo__gamma': 0.5387755102040817}",1.0,1.0,0.9925902412479594,0.9930981401569636,0.9964220953512307,0.0035824079664948266,7.0,5.0,1.0,0.9981475603119898,1.0,7.521677732467651
